mean,std,min,max,range,rms,energy,variance,skewness,kurtosis,mean_change,max_change,filename,label
14.427230099420662,1072.542908217883,-2695.928885,9943.22378,12639.152665,1072.6399372281528,1093582030835.1794,1150348.289968474,5.736618000748574,42.20053669523413,6.5173606361027066,40.191299000000015,BR_CC_Transient_P2.csv,1
18.472450722816657,3641.365561829442,-16145.7013,18431.84599,34577.54729,3641.4124164001464,12555002192221.133,13259543.154877447,0.17587383236260293,0.28404203243148096,190.17674532374446,945.3169829999997,BR_CC_Transient_P1.csv,1
2.1859885502756327,181.32763720766462,-512.7407622,526.1679246,1038.9086868,181.34081328056396,31102315595.289078,32879.712015314435,-0.012537580363654946,-0.5248236975418585,6.521313531946006,39.706092100000006,BR_CC_ND_P2.csv,1
9.59765342689771,203.470807056447,-568.3778118,608.4104819,1176.7882937,203.6970404191105,38987956432.150986,41400.369324201885,-0.021557993107649612,-0.2563925223902723,6.5216888892633635,39.786959949999996,BR_CC_0.18 LPS_P2.csv,1
73.86247723582032,4407.769900648973,-17330.98462,17424.65758,34755.6422,4408.388726350079,17925024418854.234,19428435.497067057,-0.046378651491252434,-0.17796443667620965,230.85620208700115,1082.872618,BR_CC_ND_P1.csv,1
16.836098073404685,2698.4471297590976,-10218.87604,11475.27417,21694.15021,2698.4996509733796,6872045886086.429,7281616.912105113,0.02591763680152246,-0.0361275398633234,80.77582484617163,439.96552940000015,BR_CC_0.18 LPS_P1.csv,1
-1.8554888248377348,133.40224959444126,-412.62642,477.2429027,889.8693227,133.4151529461204,16418905627.765398,17796.160196857603,0.08508967089948617,0.1561979934219906,6.630567960545748,39.382620900000006,BR_GL_0.47 LPS_P2.csv,1
22.866037682027745,4222.497572874104,-17067.23415,15876.80931,32944.04346,4222.55948550248,16463980329067.156,17829485.752927694,-0.06490301303472357,-0.31075300323069355,264.86456750792473,1207.4328014,BR_GL_0.47 LPS_P1.csv,1
-9.68346518334174,156.8053426394656,-520.9892783,483.3888559,1004.3781342,157.1040578032191,22435182693.203033,24587.915480280215,0.2067581072756282,-0.07918809115918846,6.629278276104775,39.7869599,BR_GL_0.18 LPS_P2.csv,1
-3.641418368962919,4409.270136346532,-17344.7974,17910.80191,35255.59931,4409.271639988299,19994247721709.625,19441663.135277364,-0.023010035115056483,-0.13237310441787775,261.9113170928663,1330.3583367,BR_GL_Transient_P1.csv,1
41.78339253836734,4333.201220185339,-16697.23156,17097.5645,33794.79606,4333.40266609367,18311604507994.344,18776632.814615708,-0.06460154341454231,-0.2488510246445177,263.3241624915264,1161.662656,BR_GL_0.18 LPS_P1.csv,1
-0.48480123154513016,1000.6964685741525,-3490.455066,9427.044583,12917.499649000001,1000.6965860084734,996948470804.4856,1001393.4222167798,5.462317582939633,41.76464603102785,6.6664303557633335,63.7238301,BR_GL_Transient_P2.csv,1
-2.3565848818182893,150.93515835604939,-588.1095562,572.9095157,1161.0190719000002,150.95355418230776,21169647145.74417,22781.422027965706,0.05196538616653596,0.6434037657910237,6.635777952449975,39.14001748999999,BR_GL_ND_P2.csv,1
-56.22897937383681,4206.435142576087,-17290.52708,17045.74615,34336.27323,4206.810942604924,16232367750473.457,17694096.608699102,-0.07641742228161763,-0.20637165184050676,251.43549116066697,1147.52295,BR_GL_ND_P1.csv,1
0.9976297565638159,1056.2151489532189,-2195.276306,9883.219869,12078.496175,1056.2156201000823,1015296419259.8014,1115590.4408782704,6.056100232292796,43.536819169936955,6.655808112462378,44.3964247,BR_NL_Transient_P2.csv,0
2.192982817512624,137.69744673211295,-521.7979563,461.6354164,983.4333727000001,137.71490845286502,17714704004.893593,18960.586836543087,0.043253079972147904,0.07684756646576396,6.566775375530804,40.91910917,BR_NL_0.47 LPS_P2.csv,0
-12.643816827403272,3233.1366917124387,-19842.86659,19403.39907,39246.265660000005,3233.1614146839647,9572723077274.031,10453172.867297255,0.3357883511803552,1.129432039163726,160.49849694661887,1576.8632662,BR_NL_Transient_P1.csv,0
5.25757540137553,3117.6027550422727,-14877.13266,14171.9531,29049.08576,3117.6071882689566,8866328260107.215,9719446.93824717,0.007417506395210447,-0.06920651533516553,155.10369851872707,736.0820290000001,BR_NL_0.47 LPS_P1.csv,0
3.7720115971233428,194.6085917451272,-540.3166836,672.4577832,1212.7744668,194.6451439222423,37091300113.06796,37872.50398102159,0.2298863527827574,-0.14982964530768772,6.548163935837042,38.57394280000001,BR_NL_0.18 LPS_P2.csv,0
5.790979283472846,2966.455471507413,-11759.12319,13093.33057,24852.45376,2966.46112394505,8682105050812.972,8799858.064436268,0.021453347138382654,-0.07856523902232038,119.74081568605418,647.5658359999998,BR_NL_0.18 LPS_P1.csv,0
-1.545108830926086,46.76375618908004,-145.8435324,248.1444121,393.9879445,46.78927499129611,2017565104.1009078,2186.8488929117216,0.7677083895519554,1.0849954614811539,6.583009408197429,43.102539893,BR_NL_ND_P2.csv,0
5.690785100995387,2745.677958948412,-17651.45738,15755.02803,33406.48541,2745.683856399018,6925047772573.571,7538747.454255118,-0.019396750694856173,1.044775679921507,135.56573764673405,915.8115846999999,BR_NL_ND_P1.csv,0
-73.96572925915001,262.55160393852947,-5213.992292,2945.108383,8159.100675,272.7714681478477,68895753422.11867,68933.34473069443,-0.019484746477619518,0.48911812383489384,30.336879368605892,4268.147859,LO_LC_ND_P1.csv,1
-51.13919824431364,642.6398089368269,-4264.26176,3480.292163,7744.553923,644.6713438857295,381469897871.27954,412985.92403036135,-0.015395258498274141,0.08677221058464646,173.29426214130345,3301.743917,LO_LC_0.18 LPS_P1.csv,1
-4.81188566231521,216.01671355708194,-722.0266407,604.2862239,1326.3128646,216.07030054968124,43097733209.443794,46663.22053600239,-0.11376805726193663,-0.3794460664772359,6.513270883483796,45.36683842,LO_LC_ND_P2.csv,1
23.579569527221846,241.1034601994619,-801.1962215,784.3788249,1585.5750464,242.25374015532267,53798434024.08355,58130.8785201535,-0.11007069908447817,-0.0901769226289022,6.507400402246079,43.264275506,LO_LC_0.18 LPS_P2.csv,1
5.3107316913931015,1398.6722227309242,-7159.550432,6588.738944,13748.289376,1398.6823050679384,1793335734543.141,1956283.9866390638,0.0004332250163470646,0.016086673621976466,412.98413963732366,2712.2080880000003,LO_LC_0.47 LPS_P1.csv,1
1.8344028548836728,248.31352852253647,-806.1291576,715.3177197,1521.4468772999999,248.32030420637483,57675660626.93516,61659.60844731253,-0.07241992489984539,-0.4402101823159801,6.5774350665938535,39.38262089999999,LO_LC_0.47 LPS_P2.csv,1
10.578939104554998,1272.6393455482787,-14780.52496,13747.02633,28527.551290000003,1272.6833140220424,1597530995463.5862,1619610.9038375511,0.0007300258329281411,3.7702123435812513,264.5899576971593,2652.8703631,LO_LC_Transient_P1.csv,1
3.2894701079608817,1208.1742304926393,-2345.043481,11374.90739,13719.950871000001,1208.1787085692545,1409229729228.7847,1459684.9712264808,6.292832080324989,49.30273176178804,6.555726359671665,41.88952279999998,LO_LC_Transient_P2.csv,1
-16.089009611167487,4473.719092797559,-21524.59253,23743.06279,45267.655320000005,4473.748023468876,19153621128467.145,20014162.521261416,0.029755112084847025,-0.08069371320799812,250.27341570829606,1208.0049280000003,LO_OL_Transient_P1.csv,1
4.447187559802054,1029.981244858087,-2446.775179,9637.300875,12084.076054000001,1029.9908457052452,1112410261077.3228,1060861.3647594142,5.9574394921922815,46.21637937839215,6.679717330800304,41.16171258999999,LO_OL_Transient_P2.csv,1
4.340940153722422,181.13403690549316,-645.2022263,554.0673172,1199.2695435,181.1860455087498,30479971874.580055,32809.539325680555,-0.002881692851750788,-0.05411611900043978,6.64035846469755,47.550269119999996,LO_OL_ND_P2.csv,1
6.98208350603273,3900.242540821212,-16246.15043,16752.65375,32998.80418,3900.2487903621723,14054859574890.637,15211891.877231503,-0.01113342398558202,-0.09367891821769003,203.71509784546896,1114.5847910000002,LO_OL_ND_P1.csv,1
3.986208639865807,3226.0202436482555,-12840.44289,12974.40992,25814.85281,3226.0227064122887,9605085827923.846,10407206.612428349,0.01811419341768839,-0.0934028411706489,151.714137039612,852.4689709999998,LO_OL_0.47 LPS_P1.csv,1
3.492160486595947,179.70046281567647,-633.9616014,598.3020064,1232.2636078,179.73439159223943,29531437402.46704,32292.25633616832,-0.10488679307769011,-0.1288693888582917,6.597674947592556,41.64691942,LO_OL_0.47 LPS_P2.csv,1
16.134648320198284,2955.2362383886666,-12939.42083,13099.54223,26038.96306,2955.2802830801024,8024917092608.1,8733421.224685596,0.006945537134806046,-0.06086447752028201,97.60048467423375,537.3088227,LO_OL_0.18 LPS_P1.csv,1
12.646082511592832,194.4492586417528,-694.9359262,818.3433029,1513.2792291,194.86004615933274,34837193020.230255,37810.51418632727,0.2009504099402246,0.3809081020263516,6.512371929667872,38.250471600000026,LO_OL_0.18 LPS_P2.csv,1
10.155530765218687,825.7580209364041,-3854.455487,3891.160957,7745.616444,825.8204671391537,653413370977.367,681876.3091408068,-0.008306307204970323,0.07192635551019944,195.52884476067678,2677.2266191,LO_CC_0.18 LPS_P1.csv,1
13.675419382032189,209.17254971612297,-679.7327789,628.7083009,1308.4410798,209.6191132745733,41922791443.31075,43753.15555474394,-0.07852337427209977,-0.3360087544365844,6.547115313849635,41.80865499999999,LO_CC_0.18 LPS_P2.csv,1
17.916035951046705,213.76898774234039,-673.1016189,732.9469012,1406.0485201,214.51844784210067,42332523654.451065,45697.18012038487,0.025841318226023462,-0.3950314411155884,6.574569627858586,40.029563319999994,LO_CC_ND_P2.csv,1
9.607440073756132,1812.0255743383848,-9113.85394,8668.09303,17781.94697,1812.0510436963757,2994286200204.884,3283436.6820563534,0.00854687534169083,-0.014188829240288747,444.17588532985195,2649.6827991,LO_CC_0.47 LPS_P1.csv,1
7.081992673535562,808.3452215636895,-2574.934706,2436.896296,5011.831002,808.3762439885764,602820871883.4146,653421.9972248503,-0.013353195416451587,-0.6738610426775726,20.123008430588335,415.77273819999994,LO_CC_ND_P1.csv,1
4.761218183713037,196.16105601076958,-844.9457039,669.9508813,1514.8965852000001,196.21882961085362,36004869971.62954,38479.15989526028,-0.273248022034048,0.37321167515281184,6.607780471278683,45.93291310000001,LO_CC_0.47 LPS_P2.csv,1
7.547221906833308,1502.8745091499434,-23009.50684,22475.80186,45485.308699999994,1502.8934595676417,2113245006080.2092,2258631.790252683,0.08430109469887327,12.292430493865083,295.53054658630316,3044.205112,LO_CC_Transient_P1.csv,1
5.1035940224766465,1277.8111015217992,-2199.077093,11504.37675,13703.453843,1277.8212933913335,1497518128641.259,1632801.211172354,6.073695174056826,45.22474868557,6.576919721996184,40.353034539,LO_CC_Transient_P2.csv,1
8.98980559618672,809.7774135129241,-3755.395814,3694.267596,7449.66341,809.827312481086,600191632765.7688,655739.4594356813,0.0059969683746572845,0.045555493917325496,182.80945615694037,1537.6317132,LO_GL_0.18 LPS_P1.csv,1
12.54013119614439,241.04750897014304,-699.3027876,854.4103438,1553.7131313999998,241.37347922074557,53573813388.39958,58103.90158071119,0.10796281358668379,-0.4002744084189027,6.524722494503423,42.940804299999996,LO_GL_0.18 LPS_P2.csv,1
8.999275779350226,2106.655202137286,-10186.42828,9163.309664,19349.737944,2106.6744237438875,4099527290127.6094,4437996.140692089,0.003285104213644335,0.008590525336272137,442.3385544708514,2957.732229,LO_GL_0.47 LPS_P1.csv,1
9.12714740089634,201.7674326741878,-664.6104994,785.5109742,1450.1214736,201.9737648993319,37515121566.181885,40710.09688793291,0.050190079077730924,-0.2258541862654906,6.61378551816776,40.433902300000014,LO_GL_0.47 LPS_P2.csv,1
6.461793573574573,233.67018733393815,-780.3323279,868.8856808,1649.2180087000002,233.7595157953259,50102744729.10138,54601.75644867775,-0.08896069445483518,0.15880411755205115,6.496637873931873,44.719896000000006,LO_GL_ND_P2.csv,1
9.611783441126175,255.31969976693884,-1088.712675,1032.815331,2121.528006,255.50055864909356,59852458945.66849,65188.149089079794,-0.021033306255246076,-0.025402384777295506,14.370278315939107,107.1511814,LO_GL_ND_P1.csv,1
23.162087733365045,1252.7800338641616,-3401.581349,11045.93716,14447.518509,1252.9941322914717,1418693945294.0437,1569457.8132486898,5.614841231667901,42.84334874550786,6.544266217836512,40.51477014000001,LO_GL_Transient_P2.csv,1
-46.24635928751749,1602.8701631455492,-8641.93104,9389.708423,18031.639463,1603.5371793786353,2497284852857.3384,2569192.7599022393,-0.021590037949705855,1.904621365670483,261.0310391917104,2639.3845159999996,LO_GL_Transient_P1.csv,1
13.839353919558235,1723.9148232771115,-9862.441026,10727.25921,20589.700236,1723.9703726083767,2796480750757.713,2971882.3179145544,-0.016563094550281675,1.915564542941059,278.16307742425874,2941.5492132,LO_NL_Transient_P1.csv,0
11.55178493347779,1218.5363704456915,-1738.130607,11204.51893,12942.649537000001,1218.5911249611613,1382081546170.2124,1484830.8860989597,6.536428716882094,49.54232558746301,6.578527477905612,43.2642755,LO_NL_Transient_P2.csv,0
15.850046699328121,915.1376232033147,-4193.154569,4535.539228,8728.693797,915.2748731296969,769081302498.4404,837476.8694022119,-0.002558807562852587,0.040098654861256744,182.08285903748163,2176.9425755,LO_NL_0.18 LPS_P1.csv,0
15.860666782119663,200.2059031952834,-527.5395705,734.0790504,1261.6186209,200.83317560854488,37537530003.49765,40082.40367423919,0.23302036730340164,-0.34159580764834363,6.533036843979108,38.89741405,LO_NL_0.18 LPS_P2.csv,0
13.028157465928285,2235.2570323057575,-10239.63607,9974.585504,20214.221574000003,2235.294999180041,4501431218276.992,4996374.000472342,0.002948846166726901,-0.002460105787774225,447.51997291037935,2877.9614025,LO_NL_0.47 LPS_P1.csv,0
11.868245880170672,220.22970078932866,-749.9260333,965.684443,1715.6104762999998,220.54926064267232,44464457513.44217,48501.12110975722,0.24569211711398484,0.7992236028377881,6.636220834615323,40.11043117,LO_NL_0.47 LPS_P2.csv,0
6.87845705084561,19.85749875256136,-173.0959825,205.527079,378.62306149999995,21.015076209909484,400736406.13176227,394.3202567079759,0.06249309158107535,6.089488141082581,6.490671317755077,42.05125844,LO_NL_ND_P2.csv,0
13.472815424481245,140.8278150729684,-1096.640718,945.6885883,2042.3293063,141.47081060659946,18573423263.20835,19832.47349822619,-0.05366929469100365,1.7793533738733363,9.794645024581301,99.87699746,LO_NL_ND_P1.csv,0
